2, 54
1, 13
2, 44
0, 2
1, 19
1, 15
1, 21
0, 4
2, 43
2, 51
0, 7
0, 7
0, 1
1, 19
0, 8
2, 35
2, 55
1, 25
0, 1
0, 6
0, 6
0, 9
0, 0
1, 11
1, 18
0, 3
2, 42
0, 3
1, 12
0, 2
0, 3
1, 15
1, 29
2, 41
0, 0
1, 13
2, 59
1, 19
0, 9
0, 5
1, 13
2, 59
1, 21
2, 31
2, 35
0, 6
2, 33
0, 1
1, 14
1, 17
0, 0
0, 4
2, 34
2, 33
1, 13
0, 5
1, 10
2, 46
0, 8
2, 59
2, 42
2, 35
0, 9
0, 2
0, 9
2, 51
2, 51
0, 3
1, 12
1, 22
0, 6
1, 26
2, 55
0, 3
1, 21
1, 28
0, 0
0, 1
0, 1
2, 54
0, 2
1, 25
2, 56
1, 10
2, 49
1, 15
0, 4
2, 56
1, 27
1, 15
1, 24
0, 6
0, 0
2, 55
2, 32
2, 57
1, 20
0, 1
0, 6
1, 14
